36644577.592239	52003958.735208	82928
36644603.717612	52003970.348026	82929
36644633.800124	52003983.817025	82930
36644666.650728	52003998.905941	82931
36644699.603584	52004013.480255	82932
36644733.048699	52004028.687336	82933
36644767.580597	52004044.645323	82934
36644804.982840	52004061.708619	82935
36644844.660907	52004079.759094	82936
36644884.933487	52004097.927727	82937
36644925.206060	52004116.096384	82938
36644965.478625	52004134.265064	82939
36645005.258920	52004151.801009	82940
36645045.531470	52004169.969734	82941
36645085.804013	52004188.138484	82942
36645126.671070	52004206.425392	82943
36645166.841337	52004225.108815	82944
36645207.113857	52004243.277636	82945
36645247.878630	52004262.079243	82946
36645288.151133	52004280.248112	82947
36645328.525892	52004297.902375	82948
36645368.900642	52004315.556660	82949
36645409.173123	52004333.725598	82950
36645449.547859	52004351.379929	82951
36645489.820325	52004369.548913	82952
36645529.600525	52004387.085151	82953
36645570.978812	52004402.799158	82954
36645612.663881	52004416.969284	82955
36645654.860261	52004428.566257	82956
36645697.261165	52004439.133968	82957
36645740.461115	52004448.790553	82958
36645783.967856	52004456.903235	82959
36645828.088178	52004461.928100	82960
36645871.633039	52004463.628860	82961
36645915.689219	52004462.756417	82962
36645959.272202	52004458.045211	82963
36646002.669718	52004451.157282	82964
36646045.881766	52004442.092622	82965
36646088.806082	52004431.365865	82966
36646131.934921	52004419.609784	82967
36646174.673761	52004406.706238	82968
36646215.935821	52004391.904312	82969
36646255.925620	52004374.174720	82970
36646294.048634	52004353.399322	82971
36646330.407118	52004329.063473	82972
36646366.087846	52004301.918077	82973
36646399.102724	52004272.638024	82974
36646429.061745	52004240.075896	82975
36646455.862639	52004204.746343	82976
36646479.997661	52004167.282148	82977
36646501.262289	52004128.712611	82978
36646520.947819	52004088.759353	82979
36646536.573899	52004047.464513	82980
36646548.038267	52004005.342753	82981
36646555.935444	52003962.512214	82982
36646559.076380	52003918.736658	82983
36646556.067514	52003874.809147	82984
36646546.109814	52003831.640871	82985
36646530.884603	52003790.100868	82986
36646510.986410	52003750.307275	82987
36646488.198814	52003712.614467	82988
36646460.635999	52003677.182725	82989
36646429.877042	52003645.395706	82990
36646396.024203	52003616.738762	82991
36646359.077492	52003591.211886	82992
36646319.426940	52003569.962477	82993
36646278.363855	52003552.712120	82994
36646236.194991	52003537.916874	82995
36646193.923872	52003523.636286	82996
36646150.955976	52003509.752232	82997
36646107.885827	52003496.382830	82998
36646065.307951	52003483.646200	82999
36646022.135548	52003470.791461	83000
36645979.065392	52003457.422094	83001
36645936.589756	52003444.170859	83002
36645894.011870	52003431.434272	83003
36645850.839456	52003418.579576	83004
36645808.261564	52003405.843010	83005
36645765.089144	52003392.988333	83006
36645722.511248	52003380.251788	83007
36645679.441070	52003366.882499	83008
36645636.863168	52003354.145975	83009
36645595.595513	52003337.925153	83010
36645555.944841	52003316.676150	83011
36645519.899209	52003289.724077	83012
36645490.143439	52003255.997530	83013
36645468.256595	52003216.880134	83014
36645455.120977	52003174.152008	83015
36645449.240791	52003129.120790	83016
36645453.774207	52003084.553674	83017
36645466.733168	52003041.125536	83018
36645484.633842	52003000.818928	83019
36645504.318045	52002960.866626	83020
36645524.986773	52002922.179775	83021
36645545.757698	52002882.978252	83022
36645565.441765	52002843.025835	83023
36645585.125785	52002803.073379	83024
36645603.825182	52002761.855400	83025
36645622.422292	52002721.152018	83026
36645640.322590	52002680.845125	83027
36645658.325076	52002640.023565	83028
36645676.819807	52002599.834711	83029
36645694.125435	52002559.409609	83030
36645712.025544	52002519.102581	83031
36645728.634316	52002479.073945	83032
36645746.329864	52002439.796121	83033
36645764.025368	52002400.518264	83034
36645782.315354	52002361.358478	83035
36645802.491112	52002322.038327	83036
36645827.116362	52002285.206855	83037
36645857.565773	52002253.276895	83038
36645894.229430	52002227.395811	83039
36645936.103900	52002209.504048	83040
36645980.894461	52002201.820510	83041
36646026.223007	52002203.872830	83042
36646070.919328	52002212.218908	83043
36646115.206729	52002222.623546	83044
36646158.695140	52002233.939371	83045
36646202.388010	52002244.225918	83046
36646245.486351	52002254.394370	83047
36646288.482459	52002265.077470	83048
36646332.073097	52002275.878674	83049
36646375.069203	52002286.561783	83050
36646417.963078	52002297.759543	83051
36646461.061413	52002307.928018	83052
36646504.652044	52002318.729243	83053
36646547.750377	52002328.897727	83054
36646591.545471	52002338.669665	83055
36646635.545026	52002347.412311	83056
36646678.950053	52002356.036858	83057
36646722.764007	52002362.602807	83058
36646766.801290	52002364.933450	83059
36646809.585012	52002361.130523	83060
36646852.304228	52002351.430203	83061
36646893.565412	52002336.625581	83062
36646932.077267	52002316.995097	83063
36646968.044248	52002291.509443	83064
36647000.462888	52002262.109129	83065
36647029.723248	52002229.941562	83066
36647057.014379	52002195.242940	83067
36647083.320874	52002159.278767	83068
36647107.945970	52002122.445603	83069
36647130.295135	52002084.625362	83070
36647147.600169	52002044.198273	83071
36647158.365324	52002002.472141	83072
36647160.807005	52001959.092713	83073
36647153.717320	52001917.029866	83074
36647135.498316	52001878.106070	83075
36647107.524701	52001844.734237	83076
36647074.162654	52001816.711683	83077
36647038.608100	52001790.393522	83078
36647002.356774	52001764.471965	83079
36646966.003207	52001739.065102	83080
36646929.055092	52001713.540190	83081
36646892.004737	52001688.529970	83082
36646854.359835	52001663.401700	83083
36646817.309448	52001638.391556	83084
36646780.361267	52001612.866800	83085
36646743.310846	52001587.856734	83086
36646705.563658	52001563.243267	83087
36646668.513206	52001538.233277	83088
36646631.462736	52001513.223325	83089
36646594.412251	52001488.213411	83090
36646557.361750	52001463.203536	83091
36646520.311232	52001438.193699	83092
36646483.260697	52001413.183900	83093
36646446.804678	52001388.292224	83094
36646409.754110	52001363.282500	83095
36646373.298058	52001338.390900	83096
36646336.247459	52001313.381254	83097
36646299.791374	52001288.489729	83098
36646262.842957	52001262.965516	83099
36646227.083587	52001237.677508	83100
36646190.627453	52001212.786097	83101
36646154.171302	52001187.894725	83102
36646117.817351	52001162.488748	83103
36646081.955700	52001137.715532	83104
36646045.295074	52001113.853551	83105
36646007.835475	52001090.902803	83106
36645969.372479	52001069.892560	83107
36645929.413770	52001050.190099	83108
36645888.739569	52001034.090123	83109
36645846.634395	52001025.195075	83110
36645804.185107	52001024.255722	83111
36645761.493919	52001030.757404	83112
36645719.666420	52001042.245003	83113
36645678.312496	52001057.571157	83114
36645637.246463	52001074.559240	83115
36645596.180422	52001091.547269	83116
36645556.201224	52001109.286040	83117
36645516.714338	52001127.657471	83118
36645478.992288	52001149.588966	83119
36645442.050433	52001173.815092	83120
36645405.498665	52001199.188503	83121
36645370.916145	52001227.092709	83122
36645338.200653	52001258.042341	83123
36645307.556611	52001291.008141	83124
36645278.491699	52001325.357399	83125
36645250.903696	52001361.604746	83126
36645224.997031	52001398.720929	83127
36645200.669482	52001437.220581	83128
36645179.806856	52001476.943350	83129
36645163.495989	52001518.640055	83130
36645152.925936	52001562.546895	83131
36645149.592411	52001607.356199	83132
36645153.904295	52001651.009492	83133
36645167.255097	52001692.713731	83134
36645188.065679	52001731.085406	83135
36645214.942549	52001766.917591	83136
36645243.315113	52001801.442135	83137
36645271.687643	52001835.966730	83138
36645299.753467	52001872.035260	83139
36645325.831214	52001908.778810	83140
36645347.626168	52001948.416230	83141
36645364.543789	52001990.829419	83142
36645372.914665	52002035.824407	83143
36645370.769582	52002080.870254	83144
36645359.111982	52002124.026506	83145
36645341.509041	52002166.001731	83146
36645323.413751	52002207.344192	83147
36645305.420641	52002248.171991	83148
36645287.325252	52002289.514383	83149
36645269.926573	52002330.460217	83150
36645252.035550	52002370.773286	83151
36645234.246712	52002410.571693	83152
36645216.457828	52002450.370068	83153
36645199.263425	52002490.286517	83154
36645181.474448	52002530.084827	83155
36645163.583191	52002570.397729	83156
36645145.097360	52002610.592489	83157
36645124.725665	52002650.947510	83158
36645103.369344	52002690.037021	83159
36645079.244820	52002727.506683	83160
36645049.398370	52002759.560076	83161
36645012.353144	52002784.298978	83162
36644970.301694	52002800.019233	83163
36644926.031090	52002805.134815	83164
36644881.529393	52002798.970854	83165
36644838.970225	52002783.029083	83166
36644802.227444	52002756.474353	83167
36644772.573418	52002722.234129	83168
36644751.484992	52002682.206617	83169
36644739.844488	52002638.171888	83170
36644737.837477	52002592.306508	83171
36644738.208512	52002546.913581	83172
36644735.894677	52002502.592089	83173
36644725.730825	52002460.455657	83174
36644705.422220	52002422.723081	83175
36644674.950007	52002392.600193	83176
36644637.779142	52002371.310244	83177
36644596.715542	52002354.061352	83178
36644555.447472	52002337.841716	83179
36644513.482637	52002322.018608	83180
36644471.415567	52002306.710134	83181
36644430.045250	52002291.005167	83182
36644388.674928	52002275.300219	83183
36644347.304600	52002259.595286	83184
36644306.036498	52002243.375759	83185
36644265.260687	52002227.788969	83186
36644223.788115	52002212.598704	83187
36644182.417767	52002196.893843	83188
36644140.555115	52002180.556284	83189
36644099.184757	52002164.851459	83190
36644057.219865	52002149.028547	83191
36644015.849496	52002133.323757	83192
36643973.782367	52002118.015489	83193
36643931.798619	52002105.398380	83194
36643888.690362	52002098.441957	83195
36643846.714639	52002101.338968	83196
36643805.379151	52002113.456670	83197
36643766.384084	52002132.458220	83198
36643728.661447	52002154.387057	83199
36643690.139811	52002177.226936	83200
36643651.618160	52002200.066756	83201
36643613.096496	52002222.906515	83202
36643575.169344	52002245.864320	83203
36643537.139949	52002269.336668	83204
36643499.500603	52002293.956266	83205
36643463.440358	52002319.959332	83206
36643428.262453	52002347.742357	83207
36643395.360400	52002376.512363	83208
36643364.529732	52002407.298552	83209
36643337.349557	52002441.484463	83210
36643316.300201	52002479.027956	83211
36643301.381653	52002519.929048	83212
36643295.975470	52002562.719942	83213
36643300.388354	52002605.856877	83214
36643313.737959	52002647.559860	83215
36643335.244190	52002685.534289	83216
36643358.636193	52002723.348514	83217
36643377.150812	52002763.938164	83218
36643384.536070	52002807.665849	83219
36643375.357901	52002850.777354	83220
36643354.001376	52002889.864540	83221
36643329.876665	52002927.331887	83222
36643309.216819	52002966.022509	83223
36643297.270312	52003007.514112	83224
36643297.418726	52003050.338944	83225
36643305.008105	52003093.037470	83226
36643316.266819	52003135.930166	83227
36643330.702588	52003178.384321	83228
36643347.126366	52003220.163693	83229
36643364.246862	52003261.546636	83230
36643383.559864	52003301.225604	83231
36643405.762147	52003338.804126	83232
36643432.042766	52003374.518457	83233
36643460.618157	52003408.014220	83234
36643492.082849	52003439.409539	83235
36643527.440366	52003466.764135	83236
36643564.702651	52003490.752816	83237
36643603.869712	52003511.375573	83238
36643644.040283	52003530.058075	83239
36643683.514074	52003549.137076	83240
36643723.582378	52003568.334231	83241
36643763.056151	52003587.413283	83242
36643802.919937	52003607.639702	83243
36643842.291440	52003627.233413	83244
36643882.359709	52003646.430674	83245
36643922.427970	52003665.627961	83246
36643963.192995	52003684.428797	83247
36644003.363490	52003703.111526	83248
36644044.333003	52003720.883192	83249
36644084.707987	52003738.536750	83250
36644125.677486	52003756.308461	83251
36644165.950204	52003774.476675	83252
