Y	36645046.472031	52004182.311615	57.826667	192.850000	 19:20:27.00
Y	36645124.240149	52004217.022680	57.757621	192.820000	 19:20:28.00
Y	36645205.268588	52004253.986527	61.992489	193.360000	 19:20:29.00
Y	36645292.529948	52004293.793855	67.849956	193.550000	 19:20:30.00
Y	36645384.835179	52004336.208415	69.000736	193.170000	 19:20:31.00
Y	36645476.750371	52004377.475704	67.251551	192.880000	 19:20:32.00
Y	36645567.393274	52004415.815541	65.548397	190.520000	 19:20:33.00
Y	36645657.888793	52004445.566933	63.649611	183.830000	 19:20:34.00
Y	36645749.445051	52004463.760144	63.246839	176.340000	 19:20:35.00
Y	36645843.455637	52004469.602085	64.409126	168.870000	 19:20:36.00
Y	36645939.223772	52004463.489155	65.939662	161.140000	 19:20:37.00
Y	36646035.560406	52004445.184984	66.745208	155.470000	 19:20:38.00
Y	36646130.356111	52004419.084971	66.802747	151.540000	 19:20:39.00
Y	36646223.016348	52004385.070934	66.250373	145.710000	 19:20:40.00
Y	36646308.497178	52004340.535694	64.501188	137.110000	 19:20:41.00
Y	36646383.825949	52004284.888570	62.763511	128.610000	 19:20:42.00
Y	36646450.562615	52004222.719263	61.002819	123.160000	 19:20:43.00
Y	36646507.313576	52004154.820839	58.919908	114.690000	 19:20:44.00
Y	36646549.424871	52004079.733674	58.068331	101.660000	 19:20:45.00
Y	36646571.341228	52003997.424011	58.194917	87.380000	 19:20:46.00
Y	36646572.346810	52003911.494526	58.666736	72.680000	 19:20:47.00
Y	36646552.505846	52003827.842734	57.941745	58.440000	 19:20:48.00
Y	36646514.465222	52003751.809312	57.113184	47.090000	 19:20:49.00
Y	36646463.780215	52003683.428127	57.941745	38.330000	 19:20:50.00
Y	36646401.147647	52003622.302666	59.529821	28.820000	 19:20:51.00
Y	36646327.449858	52003570.213091	61.946458	20.220000	 19:20:52.00
Y	36646245.269489	52003526.602558	63.373424	13.940000	 19:20:53.00
Y	36646157.783696	52003491.032332	63.638104	8.250000	 19:20:54.00
Y	36646067.575098	52003462.945551	63.994845	3.970000	 19:20:55.00
Y	36645974.458185	52003440.165482	64.259524	1.950000	 19:20:56.00
Y	36645882.428067	52003418.136313	63.120253	2.260000	 19:20:57.00
Y	36645794.169589	52003395.786611	59.702438	4.650000	 19:20:58.00
Y	36645713.761131	52003371.251929	53.925525	6.570000	 19:20:59.00
Y	36645641.694966	52003345.165041	49.161298	11.320000	 19:21:00.00
Y	36645579.300289	52003310.835737	47.745839	24.120000	 19:21:01.00
Y	36645527.701775	52003262.603111	48.562893	40.200000	 19:21:02.00
Y	36645491.962298	52003199.868255	49.955336	58.040000	 19:21:03.00
Y	36645476.819046	52003126.781996	52.118801	75.160000	 19:21:04.00
Y	36645481.946296	52003048.094038	55.340984	89.130000	 19:21:05.00
Y	36645504.250218	52002966.934219	59.069509	99.170000	 19:21:06.00
Y	36645539.364632	52002883.504891	62.936128	103.350000	 19:21:07.00
Y	36645579.662914	52002795.755880	67.159489	103.610000	 19:21:08.00
Y	36645622.172398	52002703.096591	71.049123	103.190000	 19:21:09.00
Y	36645665.295046	52002607.349314	70.715397	102.740000	 19:21:10.00
Y	36645704.914741	52002516.790398	63.338901	102.470000	 19:21:11.00
Y	36645739.005733	52002438.506664	52.510066	102.540000	 19:21:12.00
Y	36645770.336281	52002374.117957	45.421265	107.160000	 19:21:13.00
Y	36645806.960885	52002320.409816	43.073675	119.290000	 19:21:14.00
Y	36645853.738055	52002277.812405	43.384385	132.400000	 19:21:15.00
Y	36645911.160132	52002246.958447	45.156586	147.450000	 19:21:16.00
Y	36645978.223700	52002229.788397	48.528369	159.800000	 19:21:17.00
Y	36646052.262830	52002224.167875	52.360465	168.050000	 19:21:18.00
Y	36646132.682998	52002229.978831	56.146529	176.660000	 19:21:19.00
Y	36646216.799397	52002248.292853	60.139734	184.210000	 19:21:20.00
Y	36646304.733094	52002275.389424	64.271032	186.780000	 19:21:21.00
Y	36646398.203141	52002305.725617	68.241221	186.580000	 19:21:22.00
Y	36646494.850278	52002335.623080	68.436854	185.000000	 19:21:23.00
Y	36646591.023967	52002361.681870	66.618622	182.170000	 19:21:24.00
Y	36646686.371881	52002376.342570	64.558727	172.540000	 19:21:25.00
Y	36646780.337235	52002373.074990	63.810721	160.690000	 19:21:26.00
Y	36646871.833195	52002351.128150	64.201986	149.870000	 19:21:27.00
Y	36646956.289096	52002311.733856	62.936128	137.630000	 19:21:28.00
Y	36647028.437489	52002256.520539	61.371068	125.430000	 19:21:29.00
Y	36647087.646072	52002191.782159	57.561988	116.520000	 19:21:30.00
Y	36647132.771437	52002126.386013	50.749374	110.740000	 19:21:31.00
Y	36647161.723305	52002061.521883	48.160120	96.390000	 19:21:32.00
Y	36647172.449066	52001991.967504	48.539877	80.810000	 19:21:33.00
Y	36647159.253598	52001924.616192	48.597416	60.590000	 19:21:34.00
Y	36647124.617263	52001859.425765	51.877138	43.290000	 19:21:35.00
Y	36647071.001612	52001799.560023	55.950897	33.260000	 19:21:36.00
Y	36647005.559854	52001743.230044	60.116718	27.590000	 19:21:37.00
Y	36646931.181244	52001688.334925	64.144447	24.550000	 19:21:38.00
Y	36646850.160488	52001632.655676	68.080112	23.090000	 19:21:39.00
Y	36646763.398777	52001574.766452	71.923716	23.100000	 19:21:40.00
Y	36646672.391823	52001513.359506	75.606210	23.360000	 19:21:41.00
Y	36646577.734141	52001448.552961	79.530368	23.730000	 19:21:42.00
Y	36646477.744333	52001379.477956	83.972376	23.750000	 19:21:43.00
