36646139.962994	52004496.073138	83402
36646180.732832	52004480.638555	83403
36646219.738160	52004461.643527	83404
36646256.978971	52004439.088047	83405
36646292.640729	52004415.148818	83406
36646327.420214	52004389.429332	83407
36646360.825164	52004361.296811	83408
36646393.245570	52004331.898676	83409
36646424.086907	52004301.116794	83410
36646452.262388	52004268.200257	83411
36646478.468787	52004232.752560	83412
36646502.297061	52004196.832289	83413
36646525.140771	52004159.646420	83414
36646545.708606	52004121.473342	83415
36646563.406043	52004082.194935	83416
36646577.740810	52004041.178433	83417
36646587.913866	52003999.335016	83418
36646594.027463	52003956.150050	83419
36646595.282563	52003912.534722	83420
36646591.084639	52003868.370924	83421
36646581.721453	52003825.320741	83422
36646567.193009	52003783.384188	83423
36646549.180630	52003743.430294	83424
36646527.786578	52003704.944417	83425
36646502.211827	52003668.837733	83426
36646473.050912	52003635.228364	83427
36646441.492889	52003604.352553	83428
36646406.738740	52003577.121463	83429
36646369.977524	52003553.771328	83430
36646330.716973	52003533.669371	83431
36646290.043896	52003517.566465	83432
36646248.655068	52003505.066074	83433
36646206.671713	52003492.447573	83434
36646165.180631	52003480.461843	83435
36646123.095023	52003468.358001	83436
36646081.111661	52003455.739529	83437
36646039.026048	52003443.635706	83438
36645996.940433	52003431.531892	83439
36645954.957063	52003418.913449	83440
36645913.075938	52003405.780379	83441
36645870.990316	52003393.676594	83442
36645829.601464	52003381.176301	83443
36645787.515837	52003369.072533	83444
36645746.126979	52003356.572260	83445
36645704.840366	52003343.557362	83446
36645664.352767	52003329.631328	83447
36645624.069657	52003314.676041	83448
36645585.199036	52003295.721830	83449
36645550.425732	52003271.697288	83450
36645521.942291	52003240.898255	83451
36645500.733255	52003204.590238	83452
36645488.275450	52003164.671477	83453
36645484.364377	52003122.171216	83454
36645490.170147	52003080.531561	83455
36645504.299226	52003040.545508	83456
36645521.400887	52003001.150003	83457
36645539.097030	52002961.872579	83458
36645556.793127	52002922.595123	83459
36645575.678233	52002883.553857	83460
36645594.665534	52002843.997925	83461
36645613.755027	52002803.927323	83462
36645632.147709	52002764.253208	83463
36645649.843582	52002724.975583	83464
36645667.641646	52002685.183292	83465
36645685.931955	52002646.023709	83466
36645703.627693	52002606.745985	83467
36645721.815678	52002568.100968	83468
36645740.003619	52002529.455918	83469
36645758.683811	52002491.443575	83470
36645776.667200	52002453.827729	83471
36645795.347308	52002415.815318	83472
36645815.216432	52002378.039078	83473
36645836.172338	52002341.013642	83474
36645860.388682	52002306.240684	83475
36645891.413785	52002277.634722	83476
36645927.854146	52002255.988823	83477
36645968.111802	52002243.125339	83478
36646011.183313	52002240.984744	83479
36646054.504959	52002246.918014	83480
36646098.012214	52002255.027938	83481
36646141.315007	52002264.167141	83482
36646183.716580	52002274.732170	83483
36646226.814911	52002284.900661	83484
36646269.216483	52002295.465700	83485
36646311.515821	52002306.545387	83486
36646353.220629	52002317.506980	83487
36646395.622195	52002328.072035	83488
36646438.023761	52002338.637095	83489
36646479.933028	52002348.569415	83490
36646522.334592	52002359.134484	83491
36646564.141625	52002369.581458	83492
36646606.543186	52002380.146538	83493
36646649.046978	52002390.196975	83494
36646691.160705	52002399.100017	83495
36646734.277892	52002406.062563	83496
36646777.330582	52002407.127752	83497
36646820.708837	52002403.442965	83498
36646863.325833	52002394.257336	83499
36646904.382571	52002380.482052	83500
36646943.284516	52002361.999004	83501
36646980.626189	52002338.926284	83502
36647014.521765	52002311.424245	83503
36647044.868998	52002280.007542	83504
36647072.550247	52002246.456336	83505
36647098.652334	52002211.521481	83506
36647124.262086	52002175.953825	83507
36647148.190441	52002139.517181	83508
36647169.350565	52002101.460710	83509
36647186.061088	52002060.915485	83510
36647197.523018	52002018.792744	83511
36647202.445064	52001975.370979	83512
36647198.142420	52001931.721821	83513
36647185.497475	52001889.625450	83514
36647163.404582	52001851.537080	83515
36647133.442899	52001818.840301	83516
36647099.281851	52001791.728987	83517
36647063.318383	52001767.469466	83518
36647026.658147	52001743.606546	83519
36646990.796871	52001718.832443	83520
36646954.935580	52001694.058377	83521
36646918.377519	52001669.680913	83522
36646882.516195	52001644.906921	83523
36646845.958103	52001620.529531	83524
36646809.994527	52001596.270263	83525
36646774.133155	52001571.496382	83526
36646737.575017	52001547.119101	83527
36646701.611394	52001522.859943	83528
36646665.647756	52001498.600821	83529
36646629.089570	52001474.223649	83530
36646593.125901	52001449.964600	83531
36646557.059998	52001426.220233	83532
36646521.198517	52001401.446607	83533
36646485.829333	52001377.305749	83534
36646449.865602	52001353.046843	83535
36646414.004072	52001328.273329	83536
36646378.040310	52001304.014495	83537
36646342.671065	52001279.873781	83538
36646307.301805	52001255.733102	83539
36646272.034744	52001231.077816	83540
36646236.665452	52001206.937207	83541
36646201.296145	52001182.796635	83542
36646165.332290	52001158.538017	83543
36646130.557484	52001134.515597	83544
36646095.188132	52001110.375132	83545
36646059.818764	52001086.234701	83546
36646023.650423	52001063.005504	83547
36645987.277643	52001040.805618	83548
36645949.306938	52001020.428154	83549
36645909.533888	52001002.902384	83550
36645868.432085	52000992.066911	83551
36645825.304787	52000988.318269	83552
36645782.530130	52000992.128748	83553
36645739.922425	52001001.321706	83554
36645697.890514	52001013.838588	83555
36645656.536605	52001029.164752	83556
36645616.659652	52001046.389005	83557
36645577.070586	52001065.275186	83558
36645539.060681	52001085.544820	83559
36645501.050766	52001105.814399	83560
36645464.025478	52001127.349350	83561
36645427.882599	52001150.664303	83562
36645392.622128	52001175.759256	83563
36645358.346273	52001202.119578	83564
36645326.039665	52001231.010697	83565
36645295.209981	52001261.799900	83566
36645265.755001	52001295.001817	83567
36645238.473682	52001329.705281	83568
36645212.771487	52001365.792209	83569
36645188.053882	52001403.144517	83570
36645166.206671	52001441.601849	83571
36645146.635322	52001481.046124	83572
36645132.108044	52001523.097055	83573
36645122.336958	52001566.092691	83574
36645119.207871	52001609.872705	83575
36645123.417532	52001654.040586	83576
36645135.374827	52001696.537859	83577
36645154.689679	52001736.217198	83578
36645179.476285	52001773.238957	83579
36645206.557559	52001808.041920	83580
36645233.638801	52001842.844931	83581
36645259.530948	52001877.411798	83582
36645284.624082	52001912.889872	83583
36645306.827935	52001950.468746	83584
36645324.461139	52001989.279496	83585
36645334.142136	52002030.790134	83586
36645333.799485	52002072.984357	83587
36645323.739866	52002114.318246	83588
36645307.632683	52002154.985742	83589
36645290.930924	52002195.535106	83590
36645274.823645	52002236.202542	83591
36645258.121790	52002276.751846	83592
36645242.116647	52002316.904596	83593
36645226.111457	52002357.057317	83594
36645210.412917	52002395.666129	83595
36645192.828518	52002434.435223	83596
36645175.838603	52002473.322391	83597
36645158.254117	52002512.091420	83598
36645139.480534	52002550.624203	83599
36645118.533269	52002587.655266	83600
36645095.802384	52002624.331961	83601
36645074.056041	52002662.274083	83602
36645051.427314	52002698.436068	83603
36645022.584369	52002728.549060	83604
36644987.443887	52002749.921820	83605
36644947.603886	52002760.732083	83606
36644906.836011	52002760.659303	83607
36644866.533792	52002748.910493	83608
36644831.555664	52002725.915968	83609
36644804.567526	52002693.810179	83610
36644786.841751	52002655.520571	83611
36644779.056190	52002613.856453	83612
36644778.916076	52002571.036575	83613
36644779.574905	52002527.305573	83614
36644776.666515	52002482.865933	83615
36644764.022295	52002440.771663	83616
36644741.233323	52002403.081267	83617
36644711.969011	52002369.988775	83618
36644675.615983	52002344.581898	83619
36644635.945886	52002326.540015	83620
36644595.272328	52002310.438519	83621
36644555.193292	52002294.455146	83622
36644514.909791	52002279.501026	83623
36644474.031756	52002264.428816	83624
36644433.153716	52002249.356622	83625
36644392.377902	52002233.769830	83626
36644352.196611	52002218.301160	83627
36644311.420787	52002202.714402	83628
36644271.137257	52002187.760379	83629
36644230.955951	52002172.291760	83630
36644190.774639	52002156.823158	83631
36644150.491094	52002141.869184	83632
36644109.613017	52002126.797122	83633
36644068.837163	52002111.210467	83634
36644028.061304	52002095.623829	83635
36643987.183212	52002080.551816	83636
36643945.691751	52002068.567467	83637
36643903.382468	52002060.699983	83638
36643860.236530	52002060.155093	83639
36643817.833065	52002068.316294	83640
36643776.683209	52002082.610534	83641
36643738.078232	52002102.759401	83642
36643700.950143	52002124.806340	83643
36643663.822041	52002146.853223	83644
36643626.099398	52002168.781943	83645
36643588.869041	52002191.343315	83646
36643551.146373	52002213.271919	83647
36643513.915989	52002235.833176	83648
36643477.567953	52002260.174394	83649
36643441.609967	52002285.662863	83650
36643407.825608	52002312.652910	83651
36643374.923586	52002341.422917	83652
36643344.195185	52002371.694506	83653
36643316.132691	52002404.100392	83654
36643292.315212	52002440.024112	83655
36643273.541730	52002478.554596	83656
36643261.493581	52002520.560798	83657
36643257.174217	52002564.102467	83658
36643261.484865	52002607.753954	83659
36643274.629996	52002650.486093	83660
36643293.943700	52002690.164534	83661
36643317.437935	52002727.464131	83662
36643337.652790	52002765.716985	83663
36643346.450482	52002805.445953	83664
36643336.613374	52002842.542466	83665
36643315.275774	52002878.423894	83666
36643291.847841	52002915.494716	83667
36643272.869344	52002955.054253	83668
36643261.907419	52002997.811247	83669
36643259.473265	52003041.192741	83670
36643264.480075	52003084.447922	83671
36643274.549752	52003127.104321	83672
36643287.304205	52003168.689456	83673
36643302.641191	52003209.717930	83674
36643319.371668	52003249.953499	83675
36643337.987915	52003290.028889	83676
36643356.706361	52003329.589726	83677
36643376.223780	52003368.239536	83678
36643396.150147	52003404.830991	83679
36643416.773246	52003441.026018	83680
36643437.396309	52003477.221087	83681
36643463.881286	52003511.906362	83682
36643494.751363	52003543.183656	83683
36643528.510753	52003572.360510	83684
36643562.474622	52003600.508206	83685
36643597.237493	52003627.744870	83686
36643630.709049	52003655.259916	83687
36643664.877359	52003682.378532	83688
36643699.147900	52003708.982585	83689
36643734.115197	52003735.190206	83690
36643769.082476	52003761.397867	83691
36643804.848765	52003786.694489	83692
36643840.615037	52003811.991149	83693
36643877.078069	52003836.891374	83694
36643913.048817	52003861.158895	83695
36643949.019549	52003885.426453	83696
36643985.194776	52003908.664830	83697
36644021.862255	52003932.535984	83698
36644058.139709	52003955.259820	83699
36644095.011673	52003978.101824	83700
36644132.088135	52003999.914641	83701
36644169.759107	52004021.845624	83702
36644207.532324	52004043.262025	83703
36644245.407786	52004064.163846	83704
36644283.385496	52004084.551084	83705
36644321.957717	52004105.056486	83706
36644360.734444	52004124.532689	83707
36644399.408904	52004144.523532	83708
36644438.882392	52004163.603310	83709
36644477.761351	52004182.564976	83710
36644517.337082	52004201.130187	83711
36644556.420544	52004219.062669	83712
36644596.200779	52004236.598694	83713
36644636.083267	52004253.620123	83714
36644676.068009	52004270.126954	83715
36644716.749527	52004286.237323	83716
36644756.836519	52004302.229573	83717
36644797.722549	52004317.310738	83718
36644838.608574	52004332.391919	83719
36644879.596856	52004346.958495	83720
36644920.092874	52004360.892324	83721
36644961.285672	52004374.429684	83722
36645002.580729	52004387.452432	83723
36645043.281263	52004400.357052	83724
36645084.780839	52004412.350572	83725
36645126.280414	52004424.344102	83726
36645167.779985	52004436.337640	83727
36645209.484081	52004447.301933	83728
36645251.987224	52004457.355117	83729
36645293.793581	52004467.804794	83730
36645336.398985	52004477.343358	83731
36645378.307604	52004487.278415	83732
36645420.318485	52004496.698845	83733
36645462.041637	52004504.457247	83734
36645504.953832	52004512.451927	83735
36645547.373770	52004519.813833	83736
36645590.388229	52004527.293877	83737
36645632.910432	52004534.141146	83738
36645675.534901	52004540.473777	83739
36645717.667113	52004546.173630	83740
36645760.496113	52004551.476981	83741
36645803.836439	52004554.207146	83742
36645847.298098	52004553.216704	83743
36645891.373347	52004549.138417	83744
36645935.263135	52004542.883411	83745
36645978.270675	52004534.848178	83746
36646021.380480	52004526.298269	83747
36646064.490285	52004517.748319	83748
36646106.411047	52004508.962055	83749
